resultId,raceId,driverId,constructorId,number,grid,position,points,laps,milliseconds,rank,fastestLapSpeed,year,round,circuitId,race_name,code,nationality,driver_name,team,team_nationality,circuit_name,country,lat,lng,status,positions_gained,top3,finished,num_stops,total_pit_time,fastest_pit,driver_age,pit_lane_start,pit_time_outlier,team_rank
19232,800,657,113,14,19,1.0,8.0,200,13757270,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,18.0,1,1,0,0.0,0.0,,0,0,
19233,800,525,114,9,3,2.0,6.0,200,13827220,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,1.0,1,1,0,0.0,0.0,,0,0,
19234,800,658,113,2,1,3.0,5.0,200,13837000,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,-2.0,1,1,0,0.0,0.0,,0,0,
19235,800,526,113,34,11,4.0,1.5,200,13929950,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,7.0,0,1,0,0.0,0.0,,0,0,
19236,800,673,113,73,14,5.0,2.0,200,13961820,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,9.0,0,1,0,0.0,0.0,,0,0,
19237,800,615,113,77,24,6.0,0.0,200,13984820,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,18.0,0,1,0,0.0,0.0,,0,0,
19238,800,528,109,7,6,7.0,0.0,200,14010620,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,-1.0,0,1,0,0.0,0.0,,0,0,
19239,800,555,113,5,32,8.0,0.0,200,14058440,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,24.0,0,1,0,0.0,0.0,,0,0,
19240,800,674,113,28,25,9.0,0.0,200,14184510,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,16.0,0,1,0,0.0,0.0,,0,0,
19241,800,655,129,24,13,10.0,0.0,200,14184960,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,3.0,0,1,0,0.0,0.0,,0,0,
19242,800,656,113,45,27,11.0,0.0,200,14259460,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Finished,16.0,0,1,0,0.0,0.0,,0,0,
19243,800,521,114,98,5,12.0,0.0,199,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,+1 Lap,-7.0,0,0,0,0.0,0.0,,0,0,
19244,800,675,114,88,22,13.0,0.0,197,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,9.0,0,0,0,0.0,0.0,,0,0,
19245,800,628,113,17,9,14.0,0.0,197,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,-5.0,0,0,0,0.0,0.0,,0,0,
19246,800,518,113,16,8,15.0,0.0,196,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,-7.0,0,0,0,0.0,0.0,,0,0,
19247,800,679,113,32,20,16.0,0.0,194,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,4.0,0,0,0,0.0,0.0,,0,0,
19248,800,592,136,25,7,17.0,0.0,194,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,-10.0,0,0,0,0.0,0.0,,0,0,
19249,800,596,129,27,31,18.0,0.0,193,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,13.0,0,0,0,0.0,0.0,,0,0,
19250,800,676,113,71,33,19.0,0.0,193,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,14.0,0,0,0,0.0,0.0,,0,0,
19251,800,611,113,1,10,,0.0,191,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Brakes,,0,0,0,0.0,0.0,,0,0,
19252,800,597,113,35,12,,0.0,181,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Brakes,,0,0,0,0.0,0.0,,0,0,
19253,800,449,135,12,16,,0.0,172,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Retired,,0,0,0,0.0,0.0,,0,0,
19254,800,520,113,31,17,23.0,0.0,168,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Clutch,-6.0,0,0,0,0.0,0.0,,0,0,
19255,800,512,138,43,4,,0.0,165,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Retired,,0,0,0,0.0,0.0,,0,0,
19256,800,612,134,74,23,,0.0,165,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,,0,0,0,0.0,0.0,,0,0,
19257,800,659,113,99,30,,0.0,130,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Engine,,0,0,0,0.0,0.0,,0,0,
19258,800,556,113,19,2,,0.0,111,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Accident,,0,0,0,0.0,0.0,,0,0,
19259,800,509,113,38,28,,0.0,110,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Accident,,0,0,0,0.0,0.0,,0,0,
19260,800,529,113,10,21,,0.0,105,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,,0,0,0,0.0,0.0,,0,0,
19261,800,677,139,65,29,,0.0,104,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,,0,0,0,0.0,0.0,,0,0,
19262,800,678,134,33,26,,0.0,101,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,,,0,0,0,0.0,0.0,,0,0,
19263,800,593,113,15,15,,0.0,79,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Engine,,0,0,0,0.0,0.0,,0,0,
19264,800,519,113,51,18,,0.0,74,\N,\N,\N,2010.0,1.0,3.0,Bahrain Grand Prix,,,,,,Bahrain International Circuit,Bahrain,26.0325,50.5106,Accident,,0,0,0,0.0,0.0,,0,0,
19265,801,579,105,26,1,1.0,9.0,36,9882400,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,Finished,0.0,1,1,0,0.0,0.0,,0,0,
19266,801,427,6,8,6,2.0,6.0,36,9906600,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,Renault,French,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,Finished,4.0,1,1,0,0.0,0.0,,0,0,4.0
19267,801,475,105,22,9,3.0,4.0,35,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,+1 Lap,6.0,1,0,0,0.0,0.0,,0,0,
19268,801,498,6,10,5,4.0,1.5,35,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,Renault,French,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,+1 Lap,1.0,0,0,0,0.0,0.0,,0,0,4.0
19269,801,429,128,18,8,5.0,2.0,35,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,+1 Lap,3.0,0,0,0,0.0,0.0,,0,0,
19270,801,669,105,20,13,6.0,0.0,35,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,+1 Lap,7.0,0,0,0,0.0,0.0,,0,0,
19271,801,644,105,30,11,7.0,0.0,34,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,+2 Laps,4.0,0,0,0,0.0,0.0,,0,0,
19272,801,642,6,4,3,,0.0,14,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,Renault,French,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,,,0,0,0,0.0,0.0,,0,0,4.0
19273,801,632,128,16,10,,0.0,14,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,Engine,,0,0,0,0.0,0.0,,0,0,
19274,801,554,128,12,7,,0.0,12,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,,,0,0,0,0.0,0.0,,0,0,
19275,801,670,105,28,4,,0.0,3,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,Engine,,0,0,0,0.0,0.0,,0,0,
19276,801,498,6,6,2,,0.0,1,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,Renault,French,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19277,801,680,6,2,14,,0.0,1,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,Renault,French,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19278,801,643,105,24,12,,0.0,0,\N,\N,\N,2010.0,2.0,1.0,Australia Grand Prix,,,,,,Albert Park Grand Prix Circuit,Australia,-37.8497,144.968,,,0,0,0,0.0,0.0,,0,0,
19279,802,579,131,18,1,1.0,8.0,61,9767900,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Mercedes,German,Sepang International Circuit,Malaysia,2.76083,101.738,Finished,0.0,1,1,0,0.0,0.0,,0,0,3.0
19280,802,648,131,20,2,2.0,6.0,61,9768000,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Mercedes,German,Sepang International Circuit,Malaysia,2.76083,101.738,Finished,0.0,1,1,0,0.0,0.0,,0,0,3.0
19281,802,626,6,34,12,3.0,4.0,60,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Renault,French,Sepang International Circuit,Malaysia,2.76083,101.738,+1 Lap,9.0,1,0,0,0.0,0.0,,0,0,4.0
19282,802,669,105,46,6,4.0,3.0,60,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,+1 Lap,2.0,0,0,0,0.0,0.0,,0,0,
19283,802,633,105,14,14,5.0,2.0,58,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,,9.0,0,0,0,0.0,0.0,,0,0,
19284,802,554,128,24,17,6.0,0.0,56,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,,11.0,0,0,0,0.0,0.0,,0,0,
19285,802,632,128,28,19,,0.0,50,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,,,0,0,0,0.0,0.0,,0,0,
19286,802,427,6,4,9,,0.0,36,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Renault,French,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19287,802,627,6,36,13,,0.0,27,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Renault,French,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19288,802,670,105,12,5,,0.0,27,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Gearbox,,0,0,0,0.0,0.0,,0,0,
19289,802,643,105,16,11,,0.0,24,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,
19290,802,663,105,42,16,,0.0,19,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Transmission,,0,0,0,0.0,0.0,,0,0,
19291,802,501,105,48,21,,0.0,19,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,,,0,0,0,0.0,0.0,,0,0,
19292,802,478,131,22,7,,1.0,16,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Mercedes,German,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,3.0
19293,802,456,105,44,10,,0.0,15,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,,,0,0,0,0.0,0.0,,0,0,
19294,802,498,6,2,4,,0.0,13,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Renault,French,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19295,802,651,133,32,15,,0.0,10,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,
19296,802,681,128,30,20,,0.0,9,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,
19297,802,578,6,6,8,,0.0,9,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,Renault,French,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19298,802,650,128,26,18,,0.0,8,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Engine,,0,0,0,0.0,0.0,,0,0,
19299,802,647,105,10,3,,0.0,1,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,Transmission,,0,0,0,0.0,0.0,,0,0,
19300,802,644,105,40,0,,0.0,0,\N,\N,\N,2010.0,3.0,2.0,Malaysia Grand Prix,,,,,,Sepang International Circuit,Malaysia,2.76083,101.738,,,0,0,0,0.0,0.0,,1,0,
19301,803,498,6,9,2,1.0,8.14,90,10574000,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Renault,French,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Finished,1.0,1,1,0,0.0,0.0,,0,0,4.0
19302,803,578,6,11,3,2.0,6.14,90,10644000,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Renault,French,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Finished,1.0,1,1,0,0.0,0.0,,0,0,4.0
19303,803,670,105,33,28,3.0,4.14,89,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,+1 Lap,25.0,1,0,0,0.0,0.0,,0,0,
19304,803,579,131,1,1,4.0,3.14,89,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,+1 Lap,-3.0,0,0,0,0.0,0.0,,0,0,3.0
19305,803,427,6,10,8,5.0,2.0,87,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Renault,French,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,3.0,0,0,0,0.0,0.0,,0,0,4.0
19306,803,643,105,4,32,6.0,0.0,87,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,26.0,0,0,0,0.0,0.0,,0,0,
19307,803,648,131,2,6,7.0,0.0,87,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Mercedes,German,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,-1.0,0,0,0,0.0,0.0,,0,0,3.0
19308,803,663,105,8,9,8.0,0.0,86,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,1.0,0,0,0,0.0,0.0,,0,0,
19309,803,429,128,19,12,9.0,0.0,86,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,3.0,0,0,0,0.0,0.0,,0,0,
19310,803,619,87,29,18,10.0,0.0,85,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,8.0,0,0,0,0.0,0.0,,0,0,
19311,803,682,125,25,17,11.0,0.0,84,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,6.0,0,0,0,0.0,0.0,,0,0,
19312,803,501,105,3,16,12.0,0.0,83,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,4.0,0,0,0,0.0,0.0,,0,0,
19313,803,665,125,23,22,13.0,0.0,82,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,9.0,0,0,0,0.0,0.0,,0,0,
19314,803,683,125,26,23,14.0,0.0,78,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,9.0,0,0,0,0.0,0.0,,0,0,
19315,803,547,87,28,20,15.0,0.0,44,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,5.0,0,0,0,0.0,0.0,,0,0,
19316,803,475,105,7,4,,0.0,80,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,,0,0,0,0.0,0.0,,0,0,
19317,803,684,125,22,19,,0.0,63,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,,0,0,0,0.0,0.0,,0,0,
19318,803,554,128,17,5,,0.0,54,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,,0,0,0,0.0,0.0,,0,0,
19319,803,456,105,5,7,,0.0,53,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Transmission,,0,0,0,0.0,0.0,,0,0,
19320,803,669,105,6,10,,0.0,44,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Accident,,0,0,0,0.0,0.0,,0,0,
19321,803,633,105,32,27,,0.0,40,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,
19322,803,685,125,24,21,,0.0,40,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Accident,,0,0,0,0.0,0.0,,0,0,
19323,803,686,6,12,14,,0.0,25,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Renault,French,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19324,803,647,105,31,30,,0.0,21,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,
19325,803,645,128,18,13,,0.0,18,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Accident,,0,0,0,0.0,0.0,,0,0,
19326,803,581,118,20,11,,0.0,16,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,
19327,803,626,6,14,15,,0.0,16,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Renault,French,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19328,803,687,87,21,24,,0.0,4,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,,0,0,0,0.0,0.0,,0,0,
19329,803,688,87,30,25,,0.0,2,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,
19330,803,627,6,15,31,,0.0,2,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,Renault,French,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,Engine,,0,0,0,0.0,0.0,,0,0,4.0
19331,803,689,87,27,26,,0.0,0,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,,0,0,0,0.0,0.0,,0,0,
19332,803,690,87,30,29,,0.0,0,\N,\N,\N,2010.0,4.0,13.0,China Grand Prix,,,,,,Circuit de Spa-Francorchamps,Belgium,50.4372,5.97139,,,0,0,0,0.0,0.0,,0,0,
19333,804,579,131,18,1,1.0,8.0,22,13545800,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Mercedes,German,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Finished,0.0,1,1,0,0.0,0.0,,0,0,3.0
19334,804,498,6,1,5,2.0,3.0,22,13642300,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Renault,French,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Finished,3.0,1,1,0,0.0,0.0,,0,0,4.0
19335,804,427,6,2,7,3.0,4.0,22,13854400,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Renault,French,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Finished,4.0,1,1,0,0.0,0.0,,0,0,4.0
19336,804,648,131,19,23,4.0,4.0,22,13912300,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Mercedes,German,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Finished,19.0,0,1,0,0.0,0.0,,0,0,3.0
19337,804,644,105,7,15,5.0,2.0,22,14076300,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Finished,10.0,0,1,0,0.0,0.0,,0,0,
19338,804,641,6,4,13,6.0,0.0,21,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Renault,French,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,+1 Lap,7.0,0,0,0,0.0,0.0,,0,0,4.0
19339,804,501,105,15,14,7.0,0.0,21,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,+1 Lap,7.0,0,0,0,0.0,0.0,,0,0,
19340,804,627,6,25,11,8.0,0.0,21,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Renault,French,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,+1 Lap,3.0,0,0,0,0.0,0.0,,0,0,4.0
19341,804,626,6,24,12,9.0,0.0,20,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Renault,French,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,+2 Laps,3.0,0,0,0,0.0,0.0,,0,0,4.0
19342,804,554,128,9,9,10.0,0.0,20,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,+2 Laps,-1.0,0,0,0,0.0,0.0,,0,0,
19343,804,669,105,14,19,,0.0,18,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,,,0,0,0,0.0,0.0,,0,0,
19344,804,691,131,21,13,,0.0,10,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Mercedes,German,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Brakes,,0,0,0,0.0,0.0,,0,0,3.0
19345,804,645,128,11,16,,0.0,8,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,,,0,0,0,0.0,0.0,,0,0,
19346,804,692,140,22,21,,0.0,8,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Engine,,0,0,0,0.0,0.0,,0,0,
19347,804,478,131,20,4,,0.0,7,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Mercedes,German,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,,,0,0,0,0.0,0.0,,0,0,3.0
19348,804,632,128,10,4,,0.0,4,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,,,0,0,0,0.0,0.0,,0,0,
19349,804,578,6,3,3,,0.0,3,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,Renault,French,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,Transmission,,0,0,0,0.0,0.0,,0,0,4.0
19350,804,643,105,8,17,,0.0,2,\N,\N,\N,2010.0,5.0,4.0,Spain Grand Prix,,,,,,Circuit de Barcelona-Catalunya,Spain,41.57,2.26111,,,0,0,0,0.0,0.0,,0,0,
